#2018-10-15
#15:25
#Balayage par: glaliber
#ScanTask Size: 101,101


#Tools.Ind Point(Point)        	Tools.ScanPar(Arb)            	Tools.Temps Abs(ms)           	Tools.Random Number(Arb)      	Tools.Crb 1 Dat(Arb)          
26E+0	14E+0	3.6224764652850099E+9	777.38876679121094E-3	0E+0
27E+0	14E+0	3.6224764654430099E+9	416.43752521666211E-3	0E+0
28E+0	14E+0	3.6224764655990095E+9	907.20573508546642E-3	0E+0
29E+0	14E+0	3.6224764657620096E+9	593.46176927179051E-3	0E+0
30E+0	14E+0	3.6224764659230099E+9	827.97878846597772E-3	0E+0
31E+0	14E+0	3.6224764660850096E+9	63.451158418541986E-3	0E+0
32E+0	14E+0	3.6224764662420096E+9	179.99217960246883E-3	0E+0
33E+0	14E+0	3.6224764663990097E+9	334.95077157135911E-3	0E+0
34E+0	14E+0	3.6224764665660095E+9	885.90577572382578E-3	0E+0
35E+0	14E+0	3.6224764667400098E+9	15.778692541958961E-3	0E+0
36E+0	14E+0	3.6224764669080095E+9	923.89888647904483E-3	0E+0
37E+0	14E+0	3.6224764670840096E+9	136.511755146278E-3	0E+0
38E+0	14E+0	3.6224764672400098E+9	866.26817200918593E-3	0E+0
39E+0	14E+0	3.6224764673990097E+9	699.73798207112048E-3	0E+0
40E+0	14E+0	3.6224764675620098E+9	425.20140862887334E-3	0E+0
41E+0	14E+0	3.6224764677300096E+9	223.8321938989225E-3	0E+0
42E+0	14E+0	3.6224764679920096E+9	207.82261306188721E-3	0E+0
43E+0	14E+0	3.6224764681510096E+9	656.4880106130937E-3	0E+0
44E+0	14E+0	3.6224764683100095E+9	85.86879673837311E-3	0E+0
45E+0	14E+0	3.6224764684710097E+9	987.63968199983043E-3	0E+0
46E+0	14E+0	3.6224764686300096E+9	389.15527466276556E-3	0E+0
47E+0	14E+0	3.6224764687960095E+9	326.91524651006831E-3	0E+0
48E+0	14E+0	3.6224764689570098E+9	144.10392438565234E-3	0E+0
49E+0	14E+0	3.6224764691290097E+9	205.58366846533671E-3	0E+0
50E+0	14E+0	3.6224764693860097E+9	689.12716643478689E-3	0E+0
51E+0	14E+0	3.6224764695490098E+9	697.75650173292036E-3	0E+0
52E+0	14E+0	3.6224764697130098E+9	901.46481907305498E-3	0E+0
53E+0	14E+0	3.6224764698760095E+9	252.86775996890931E-3	0E+0
54E+0	14E+0	3.6224764700490098E+9	843.22680863626032E-3	0E+0
55E+0	14E+0	3.6224764702120099E+9	663.67087518229173E-3	0E+0
56E+0	14E+0	3.6224764704260097E+9	835.60672241480716E-3	0E+0
57E+0	14E+0	3.6224764706000099E+9	901.98950475828621E-3	0E+0
58E+0	14E+0	3.6224764707680097E+9	550.45873510611631E-3	0E+0
59E+0	14E+0	3.6224764709290099E+9	98.33763539943674E-3	0E+0
60E+0	14E+0	3.6224764711010098E+9	709.41760194259629E-3	0E+0
61E+0	14E+0	3.6224764712620096E+9	251.05727299257041E-3	0E+0
62E+0	14E+0	3.6224764714260097E+9	372.00603665570053E-3	0E+0
63E+0	14E+0	3.6224764716440096E+9	979.41240892233594E-3	0E+0
64E+0	14E+0	3.6224764718220096E+9	732.27203677203212E-3	0E+0
65E+0	14E+0	3.6224764719830098E+9	703.7393479744618E-3	0E+0
66E+0	14E+0	3.6224764721580095E+9	871.7838307778154E-3	0E+0
67E+0	14E+0	3.6224764723210096E+9	276.76380430177039E-3	0E+0
68E+0	14E+0	3.6224764724890099E+9	248.07434311974563E-3	0E+0
69E+0	14E+0	3.6224764726540098E+9	12.939368664968143E-3	0E+0
70E+0	14E+0	3.6224764728240099E+9	152.42999871770557E-3	0E+0
71E+0	14E+0	3.6224764729870095E+9	767.86376686282298E-3	0E+0
72E+0	14E+0	3.6224764731590099E+9	810.66447358703486E-3	0E+0
73E+0	14E+0	3.6224764733220096E+9	416.30668638617196E-3	0E+0
74E+0	14E+0	3.6224764734900098E+9	5.2429033681398174E-3	0E+0
75E+0	14E+0	3.6224764736590099E+9	228.98037793278148E-3	0E+0
76E+0	14E+0	3.6224764738530097E+9	633.16293405497159E-3	0E+0
77E+0	14E+0	3.6224764740250096E+9	922.42898418894159E-3	0E+0
78E+0	14E+0	3.6224764742010097E+9	936.04674285883105E-3	0E+0
79E+0	14E+0	3.6224764743650098E+9	873.42028360379609E-3	0E+0
80E+0	14E+0	3.6224764745330095E+9	990.33250185772426E-3	0E+0
81E+0	14E+0	3.6224764747000098E+9	22.619029818442105E-3	0E+0
82E+0	14E+0	3.6224764748700099E+9	10.664658059190701E-3	0E+0
83E+0	14E+0	3.6224764750340099E+9	407.02454601691018E-3	0E+0
84E+0	14E+0	3.6224764752080097E+9	332.31124093139996E-3	0E+0
85E+0	14E+0	3.6224764753750095E+9	185.32317873046966E-3	0E+0
86E+0	14E+0	3.6224764755470095E+9	75.180096038653499E-3	0E+0
87E+0	14E+0	3.6224764757160096E+9	144.61131087491719E-3	0E+0
88E+0	14E+0	3.6224764758860097E+9	543.79727278358381E-3	0E+0
89E+0	14E+0	3.6224764760530095E+9	861.98547749976928E-3	0E+0
90E+0	14E+0	3.6224764762290096E+9	553.01385679585302E-3	0E+0
91E+0	14E+0	3.6224764763970098E+9	721.86013156379514E-3	0E+0
92E+0	14E+0	3.6224764765660095E+9	699.61959254455774E-3	0E+0
93E+0	14E+0	3.6224764767360096E+9	294.92347279888653E-3	0E+0
94E+0	14E+0	3.6224764769050097E+9	798.06858985422036E-3	0E+0
95E+0	14E+0	3.6224764770710096E+9	79.812221828943652E-3	0E+0
96E+0	14E+0	3.6224764772450099E+9	931.76395034485548E-3	0E+0
97E+0	14E+0	3.6224764774110098E+9	579.19794390487311E-3	0E+0
98E+0	14E+0	3.6224764775860095E+9	232.92666178728449E-3	0E+0
99E+0	14E+0	3.6224764777780099E+9	111.62456486151529E-3	0E+0
100E+0	14E+0	3.6224764779580097E+9	358.21859010116525E-3	0E+0
0E+0	15E+0	3.6224764781600099E+9	462.06083374771678E-3	0E+0
1E+0	15E+0	3.6224764783580098E+9	675.33702918601424E-3	0E+0
2E+0	15E+0	3.6224764785590095E+9	826.6873854357073E-3	0E+0
3E+0	15E+0	3.6224764787590098E+9	826.92640654483673E-3	0E+0
4E+0	15E+0	3.6224764789270096E+9	701.83260462182795E-3	0E+0
5E+0	15E+0	3.6224764790950098E+9	396.56519827189851E-3	0E+0
6E+0	15E+0	3.6224764792730098E+9	387.98452223848168E-3	0E+0
7E+0	15E+0	3.6224764794820099E+9	640.15042501627462E-3	0E+0
8E+0	15E+0	3.6224764796950097E+9	472.87565275720711E-3	0E+0
9E+0	15E+0	3.6224764799060097E+9	440.19988517192687E-3	0E+0
10E+0	15E+0	3.6224764800950098E+9	955.62829882258826E-3	0E+0
11E+0	15E+0	3.6224764802730098E+9	201.80238949588181E-3	0E+0
12E+0	15E+0	3.6224764804460096E+9	932.85153771898277E-3	0E+0
13E+0	15E+0	3.6224764806200099E+9	762.87238604252572E-3	0E+0
14E+0	15E+0	3.6224764808070097E+9	770.51724387645604E-3	0E+0
15E+0	15E+0	3.6224764809890099E+9	586.55410851101841E-3	0E+0
16E+0	15E+0	3.6224764811670098E+9	33.69840515734257E-3	0E+0
17E+0	15E+0	3.6224764813690095E+9	627.84707743027779E-3	0E+0
18E+0	15E+0	3.6224764815420098E+9	998.77294175066689E-3	0E+0
19E+0	15E+0	3.6224764817140098E+9	742.91569807032443E-3	0E+0
20E+0	15E+0	3.6224764818900099E+9	256.79134399245207E-3	0E+0
21E+0	15E+0	3.6224764820630097E+9	342.76434717281523E-3	0E+0
22E+0	15E+0	3.6224764822450099E+9	794.8119386831195E-3	0E+0
23E+0	15E+0	3.6224764824190097E+9	756.07787115217961E-3	0E+0
24E+0	15E+0	3.6224764826030097E+9	821.50070206402026E-3	0E+0
25E+0	15E+0	3.6224764827850099E+9	252.74009229970229E-3	0E+0
26E+0	15E+0	3.6224764829580097E+9	569.95663289574683E-3	0E+0
27E+0	15E+0	3.6224764831330099E+9	891.72414470307026E-3	0E+0
28E+0	15E+0	3.6224764833140097E+9	289.83755423848812E-3	0E+0
29E+0	15E+0	3.6224764834880099E+9	823.98773193232166E-3	0E+0
30E+0	15E+0	3.6224764836630096E+9	968.25471175429745E-3	0E+0
31E+0	15E+0	3.6224764838850098E+9	227.54117284861231E-3	0E+0
32E+0	15E+0	3.6224764840580096E+9	107.96804621024525E-3	0E+0
33E+0	15E+0	3.6224764842320099E+9	309.80303672572318E-3	0E+0
34E+0	15E+0	3.6224764844130096E+9	721.89815990354322E-3	0E+0
35E+0	15E+0	3.6224764845930095E+9	341.54145073785958E-3	0E+0
36E+0	15E+0	3.6224764847740097E+9	436.13125495933391E-3	0E+0
37E+0	15E+0	3.6224764849480095E+9	711.636280035014E-3	0E+0
38E+0	15E+0	3.6224764851220098E+9	678.81144287242345E-3	0E+0
39E+0	15E+0	3.6224764853040099E+9	792.55982972500494E-3	0E+0
40E+0	15E+0	3.6224764854790096E+9	751.42726565404594E-3	0E+0
41E+0	15E+0	3.6224764856560097E+9	915.62397601501355E-3	0E+0
42E+0	15E+0	3.6224764858410096E+9	863.52020524546136E-3	0E+0
43E+0	15E+0	3.6224764860180097E+9	4.8021575274068695E-3	0E+0
44E+0	15E+0	3.6224764861940098E+9	249.09637682866981E-3	0E+0
45E+0	15E+0	3.6224764863770099E+9	98.614210422030446E-3	0E+0
46E+0	15E+0	3.6224764865560098E+9	336.44511622082507E-3	0E+0
47E+0	15E+0	3.6224764867360096E+9	808.57640145553922E-3	0E+0
48E+0	15E+0	3.6224764869140096E+9	157.88739190023104E-3	0E+0
49E+0	15E+0	3.6224764870890098E+9	96.052335550693257E-3	0E+0
50E+0	15E+0	3.6224764872660098E+9	427.38961969885203E-3	0E+0
51E+0	15E+0	3.6224764874500098E+9	622.89255875993277E-3	0E+0
52E+0	15E+0	3.6224764876300096E+9	591.51030910697822E-3	0E+0
53E+0	15E+0	3.6224764878120098E+9	257.82808028045157E-3	0E+0
54E+0	15E+0	3.6224764879880099E+9	507.97171582599465E-3	0E+0
55E+0	15E+0	3.6224764881640096E+9	600.57911211208603E-3	0E+0
56E+0	15E+0	3.6224764883490095E+9	516.75429420502939E-3	0E+0
57E+0	15E+0	3.6224764885300097E+9	992.07883695154031E-3	0E+0
58E+0	15E+0	3.6224764887110095E+9	799.97201710060573E-3	0E+0
59E+0	15E+0	3.6224764888950095E+9	387.10662452688815E-3	0E+0
60E+0	15E+0	3.6224764890720096E+9	308.32546208996892E-3	0E+0
61E+0	15E+0	3.6224764892500095E+9	488.02901663452558E-3	0E+0
62E+0	15E+0	3.6224764894350095E+9	39.599498681216927E-3	0E+0
63E+0	15E+0	3.6224764896160097E+9	76.613937141644994E-3	0E+0
64E+0	15E+0	3.6224764898010097E+9	160.05973279382735E-3	0E+0
65E+0	15E+0	3.6224764899800096E+9	460.23501560887059E-3	0E+0
66E+0	15E+0	3.6224764901580095E+9	90.948577548193965E-3	0E+0
67E+0	15E+0	3.6224764903370099E+9	986.93948951238553E-3	0E+0
68E+0	15E+0	3.6224764905730095E+9	596.28341397390017E-3	0E+0
69E+0	15E+0	3.6224764907570095E+9	113.1764345531534E-3	0E+0
70E+0	15E+0	3.6224764909430099E+9	811.01181471440276E-3	0E+0
71E+0	15E+0	3.6224764911230097E+9	907.07513660028272E-3	0E+0
72E+0	15E+0	3.6224764913030095E+9	450.9578485186807E-3	0E+0
73E+0	15E+0	3.6224764914940095E+9	410.28804202636771E-3	0E+0
74E+0	15E+0	3.6224764916760097E+9	519.3846806858482E-3	0E+0
75E+0	15E+0	3.6224764918660097E+9	437.62589844147531E-3	0E+0
76E+0	15E+0	3.6224764920460095E+9	660.78029578242803E-3	0E+0
77E+0	15E+0	3.6224764922270098E+9	740.04512113425824E-3	0E+0
78E+0	15E+0	3.6224764924160099E+9	671.2838300339572E-3	0E+0
79E+0	15E+0	3.6224764926040096E+9	40.612639456487631E-3	0E+0
80E+0	15E+0	3.6224764927900095E+9	681.62193925311754E-3	0E+0
81E+0	15E+0	3.6224764929720097E+9	51.61942152212462E-3	0E+0
82E+0	15E+0	3.6224764931570096E+9	62.796095407488428E-3	0E+0
83E+0	15E+0	3.6224764933400097E+9	16.645337174989949E-3	0E+0
84E+0	15E+0	3.6224764935390096E+9	112.36411849413797E-3	0E+0
85E+0	15E+0	3.6224764937270098E+9	469.40638117464073E-3	0E+0
86E+0	15E+0	3.6224764939160099E+9	351.95943660879947E-3	0E+0
87E+0	15E+0	3.6224764940980096E+9	375.6570071208174E-3	0E+0
88E+0	15E+0	3.6224764942840099E+9	808.47490664265054E-3	0E+0
89E+0	15E+0	3.6224764944840097E+9	625.06991657580091E-3	0E+0
90E+0	15E+0	3.6224764946700096E+9	686.99106768248175E-3	0E+0
91E+0	15E+0	3.6224764948590097E+9	915.40537686391676E-3	0E+0
92E+0	15E+0	3.6224764950440097E+9	958.19475671277621E-3	0E+0
93E+0	15E+0	3.6224764952280097E+9	181.49605297898774E-3	0E+0
94E+0	15E+0	3.6224764954120097E+9	847.5614783915042E-3	0E+0
95E+0	15E+0	3.6224764956110096E+9	713.63314111744491E-3	0E+0
96E+0	15E+0	3.6224764958020096E+9	830.5309913468113E-3	0E+0
97E+0	15E+0	3.6224764959930096E+9	30.410112321354488E-3	0E+0
98E+0	15E+0	3.6224764961810098E+9	11.677564828725284E-3	0E+0
99E+0	15E+0	3.6224764963730097E+9	532.69141330673053E-3	0E+0
100E+0	15E+0	3.6224764965740099E+9	669.36438588872593E-3	0E+0
0E+0	16E+0	3.6224764967640095E+9	919.01808709954291E-3	0E+0
1E+0	16E+0	3.6224764969560099E+9	847.80993614000932E-3	0E+0
2E+0	16E+0	3.6224764971410098E+9	525.87975868957004E-3	0E+0
3E+0	16E+0	3.6224764973260097E+9	389.31933242989269E-3	0E+0
4E+0	16E+0	3.6224764975180097E+9	89.723262293486039E-3	0E+0
5E+0	16E+0	3.6224764977090096E+9	986.19233957311259E-3	0E+0
6E+0	16E+0	3.6224764979050097E+9	447.57805230063941E-3	0E+0
7E+0	16E+0	3.6224764980920095E+9	743.52671951738158E-3	0E+0
8E+0	16E+0	3.6224764982780099E+9	132.8623415381569E-3	0E+0
9E+0	16E+0	3.6224764984650097E+9	672.11699309975659E-3	0E+0
10E+0	16E+0	3.6224764986640096E+9	184.34873813857866E-3	0E+0
11E+0	16E+0	3.6224764988580098E+9	146.21841358828713E-3	0E+0
12E+0	16E+0	3.6224764990480099E+9	420.2176852435166E-3	0E+0
13E+0	16E+0	3.6224764992340097E+9	64.638157076950087E-3	0E+0
14E+0	16E+0	3.6224764994230099E+9	740.26762785463784E-3	0E+0
15E+0	16E+0	3.6224764996210098E+9	803.80297787035704E-3	0E+0
16E+0	16E+0	3.6224764998110099E+9	964.98801650080912E-3	0E+0
17E+0	16E+0	3.6224765000000095E+9	584.00602415772496E-3	0E+0
18E+0	16E+0	3.6224765001880097E+9	957.77780868075801E-3	0E+0
19E+0	16E+0	3.6224765003760095E+9	845.58939433895697E-3	0E+0
20E+0	16E+0	3.6224765005760097E+9	83.455793392103184E-3	0E+0
21E+0	16E+0	3.6224765007680097E+9	374.48794521413875E-3	0E+0
22E+0	16E+0	3.6224765009610095E+9	998.47851117427777E-3	0E+0
23E+0	16E+0	3.6224765011530099E+9	693.13840952793115E-3	0E+0
24E+0	16E+0	3.6224765013440099E+9	753.63536053365476E-3	0E+0
25E+0	16E+0	3.6224765015330095E+9	622.39117995424098E-3	0E+0
26E+0	16E+0	3.6224765017280097E+9	658.75461967782356E-3	0E+0
27E+0	16E+0	3.6224765019200096E+9	490.11464318817E-3	0E+0
28E+0	16E+0	3.6224765021080098E+9	951.4829797760368E-3	0E+0
29E+0	16E+0	3.6224765022970095E+9	722.612776697376E-3	0E+0
30E+0	16E+0	3.6224765024850097E+9	530.92910895864409E-3	0E+0
31E+0	16E+0	3.6224765026880097E+9	286.83482320788878E-3	0E+0
32E+0	16E+0	3.6224765028850098E+9	770.96618305972364E-3	0E+0
33E+0	16E+0	3.6224765030740099E+9	563.24804621359559E-3	0E+0
34E+0	16E+0	3.6224765032680097E+9	840.16971456884959E-3	0E+0
35E+0	16E+0	3.6224765034580097E+9	515.89956508278068E-3	0E+0
36E+0	16E+0	3.6224765036600099E+9	49.765305062333898E-3	0E+0
37E+0	16E+0	3.6224765038630099E+9	967.58613521972081E-3	0E+0
38E+0	16E+0	3.6224765040530095E+9	320.99319623717948E-3	0E+0
39E+0	16E+0	3.6224765042470098E+9	594.47979724938049E-3	0E+0
40E+0	16E+0	3.6224765044390097E+9	182.51968406406727E-3	0E+0
41E+0	16E+0	3.6224765046440096E+9	496.73736107748301E-3	0E+0
42E+0	16E+0	3.6224765048540096E+9	599.97955705740758E-3	0E+0
43E+0	16E+0	3.6224765050660095E+9	715.83203060990042E-3	0E+0
44E+0	16E+0	3.6224765052820096E+9	490.00937075897255E-3	0E+0
45E+0	16E+0	3.6224765054940095E+9	941.88735635564835E-3	0E+0
46E+0	16E+0	3.6224765057160096E+9	372.52281811021182E-3	0E+0
47E+0	16E+0	3.6224765059360099E+9	315.7011529910001E-3	0E+0
48E+0	16E+0	3.6224765061450095E+9	965.31371594358806E-3	0E+0
49E+0	16E+0	3.6224765063480096E+9	260.85738529349878E-3	0E+0
50E+0	16E+0	3.6224765065550098E+9	963.04977207680631E-3	0E+0
51E+0	16E+0	3.6224765067730098E+9	305.24693624860078E-3	0E+0
52E+0	16E+0	3.6224765069820099E+9	300.33507947744553E-3	0E+0
53E+0	16E+0	3.6224765071890097E+9	582.52908680031545E-3	0E+0
54E+0	16E+0	3.6224765073970098E+9	734.70006107786034E-3	0E+0
55E+0	16E+0	3.6224765076070099E+9	695.36944293425051E-3	0E+0
56E+0	16E+0	3.6224765078250098E+9	100.93140195577832E-3	0E+0
57E+0	16E+0	3.6224765080370097E+9	272.92786986699902E-3	0E+0
58E+0	16E+0	3.6224765082470098E+9	137.00384655785047E-3	0E+0
59E+0	16E+0	3.6224765084540095E+9	551.40778078990793E-3	0E+0
60E+0	16E+0	3.6224765086680098E+9	887.21358629220925E-3	0E+0
61E+0	16E+0	3.6224765088890095E+9	260.16643075951373E-3	0E+0
62E+0	16E+0	3.6224765090980096E+9	275.42302577702937E-3	0E+0
63E+0	16E+0	3.6224765093110099E+9	392.37763479117915E-3	0E+0
64E+0	16E+0	3.6224765095240097E+9	191.51423444238613E-3	0E+0
65E+0	16E+0	3.6224765097470098E+9	241.72929362535478E-3	0E+0
66E+0	16E+0	3.6224765099590096E+9	864.51516169647324E-3	0E+0
67E+0	16E+0	3.6224765101650095E+9	351.96385485418724E-3	0E+0
68E+0	16E+0	3.6224765103670096E+9	695.74172068083162E-3	0E+0
69E+0	16E+0	3.6224765105710096E+9	331.31602380545511E-3	0E+0
70E+0	16E+0	3.6224765107820096E+9	462.72377872695802E-3	0E+0
71E+0	16E+0	3.6224765109890099E+9	106.13120967247247E-3	0E+0
72E+0	16E+0	3.6224765111990099E+9	761.66130284513778E-3	0E+0
73E+0	16E+0	3.6224765114090099E+9	92.859410156822975E-3	0E+0
74E+0	16E+0	3.6224765116340098E+9	477.67997830397624E-3	0E+0
75E+0	16E+0	3.6224765118490095E+9	217.32889506167474E-3	0E+0
76E+0	16E+0	3.6224765120550098E+9	211.82690621398592E-3	0E+0
77E+0	16E+0	3.6224765122630095E+9	140.58930030650574E-3	0E+0
78E+0	16E+0	3.6224765124750099E+9	410.90833015538419E-3	0E+0
79E+0	16E+0	3.6224765126840095E+9	25.51806027300052E-3	0E+0
80E+0	16E+0	3.6224765128980098E+9	515.33156926480861E-3	0E+0
81E+0	16E+0	3.6224765131100097E+9	956.92189134707517E-3	0E+0
82E+0	16E+0	3.6224765133240099E+9	307.09862712778224E-3	0E+0
83E+0	16E+0	3.6224765135380096E+9	899.02978199879735E-3	0E+0
84E+0	16E+0	3.6224765137510095E+9	630.120291725911E-3	0E+0
85E+0	16E+0	3.6224765139670095E+9	980.75715295137256E-3	0E+0
86E+0	16E+0	3.6224765141770096E+9	587.3739496343946E-3	0E+0
87E+0	16E+0	3.6224765144300098E+9	7.3061863679881878E-3	0E+0
88E+0	16E+0	3.6224765146430097E+9	125.50675912067089E-3	0E+0
89E+0	16E+0	3.6224765148550096E+9	714.81681442477973E-3	0E+0
90E+0	16E+0	3.6224765150690098E+9	221.18961214825039E-3	0E+0
91E+0	16E+0	3.6224765152770095E+9	125.54978016233997E-3	0E+0
92E+0	16E+0	3.6224765154810095E+9	876.67682999129148E-3	0E+0
93E+0	16E+0	3.6224765156960096E+9	165.72412230236155E-3	0E+0
94E+0	16E+0	3.6224765159150095E+9	94.397150836720289E-3	0E+0
95E+0	16E+0	3.6224765161260095E+9	991.31142816671003E-3	0E+0
96E+0	16E+0	3.6224765163360095E+9	76.373651347672933E-3	0E+0
97E+0	16E+0	3.6224765165510097E+9	888.65113597645196E-3	0E+0
98E+0	16E+0	3.6224765167720098E+9	21.879911894311821E-3	0E+0
99E+0	16E+0	3.6224765169960098E+9	281.1290936424789E-3	0E+0
100E+0	16E+0	3.6224765172120099E+9	95.521544781884682E-3	0E+0
0E+0	17E+0	3.6224765174270096E+9	230.86800244411476E-3	0E+0
1E+0	17E+0	3.6224765176500096E+9	807.71003738568647E-3	0E+0
2E+0	17E+0	3.6224765178740096E+9	697.10999091094794E-3	0E+0
3E+0	17E+0	3.6224765180910096E+9	924.46646095608154E-3	0E+0
4E+0	17E+0	3.6224765183010097E+9	864.00170773232432E-3	0E+0
5E+0	17E+0	3.6224765185150099E+9	24.942453637348816E-3	0E+0
6E+0	17E+0	3.6224765187300096E+9	121.11186702903298E-3	0E+0
7E+0	17E+0	3.6224765189540095E+9	227.19974055236536E-3	0E+0
8E+0	17E+0	3.6224765191690097E+9	644.15227136872355E-3	0E+0
9E+0	17E+0	3.6224765194820099E+9	214.09432324967037E-3	0E+0
10E+0	17E+0	3.6224765196970096E+9	295.59026927549081E-3	0E+0
11E+0	17E+0	3.6224765199280095E+9	978.51850305850374E-3	0E+0
12E+0	17E+0	3.6224765201400099E+9	390.41196477183204E-3	0E+0
13E+0	17E+0	3.6224765203470097E+9	851.20085426766456E-3	0E+0
14E+0	17E+0	3.6224765205500097E+9	603.69716526199091E-3	0E+0
15E+0	17E+0	3.6224765208180099E+9	95.645462649099233E-3	0E+0
16E+0	17E+0	3.6224765210430098E+9	862.76371985113232E-3	0E+0
17E+0	17E+0	3.6224765212470098E+9	360.71034349667275E-3	0E+0
18E+0	17E+0	3.6224765214500098E+9	824.43743537471681E-3	0E+0
19E+0	17E+0	3.6224765216660099E+9	813.45658757019679E-3	0E+0
20E+0	17E+0	3.6224765219800096E+9	148.42058627916899E-3	0E+0
21E+0	17E+0	3.6224765221830096E+9	255.35692674264171E-3	0E+0
22E+0	17E+0	3.6224765223880095E+9	723.54832419316462E-3	0E+0
23E+0	17E+0	3.6224765225930095E+9	628.18188892459936E-3	0E+0
24E+0	17E+0	3.6224765228460097E+9	999.20442363106754E-3	0E+0
25E+0	17E+0	3.6224765230750098E+9	783.1078698222651E-3	0E+0
26E+0	17E+0	3.6224765232810097E+9	95.786008009389079E-3	0E+0
27E+0	17E+0	3.6224765234860096E+9	435.9978423796147E-3	0E+0
28E+0	17E+0	3.6224765236970096E+9	800.12465967812574E-3	0E+0
29E+0	17E+0	3.6224765239110098E+9	732.70845529422512E-3	0E+0
30E+0	17E+0	3.6224765241330099E+9	995.8530496229594E-3	0E+0
31E+0	17E+0	3.6224765243480096E+9	524.87615291441658E-3	0E+0
32E+0	17E+0	3.6224765245550098E+9	625.0567565979297E-3	0E+0
33E+0	17E+0	3.6224765247650099E+9	550.4669577606025E-3	0E+0
34E+0	17E+0	3.6224765249760098E+9	920.36524740303516E-3	0E+0
35E+0	17E+0	3.6224765252060099E+9	870.1631537810377E-3	0E+0
36E+0	17E+0	3.6224765254310098E+9	920.94652314789327E-3	0E+0
37E+0	17E+0	3.6224765256390095E+9	45.015466441257423E-3	0E+0
38E+0	17E+0	3.6224765258500099E+9	397.46204453085787E-3	0E+0
39E+0	17E+0	3.6224765260680099E+9	504.88207627178006E-3	0E+0
40E+0	17E+0	3.6224765262780099E+9	971.85973612370979E-3	0E+0
41E+0	17E+0	3.6224765264850097E+9	419.68598854941574E-3	0E+0
42E+0	17E+0	3.6224765266950097E+9	395.78183317084314E-3	0E+0
43E+0	17E+0	3.6224765269050097E+9	896.80087808152253E-3	0E+0
44E+0	17E+0	3.6224765271980095E+9	15.06766392794523E-3	0E+0
45E+0	17E+0	3.6224765274290099E+9	560.21206951892522E-3	0E+0
46E+0	17E+0	3.6224765276380095E+9	885.61931207702305E-3	0E+0
47E+0	17E+0	3.6224765278500099E+9	321.89103889179838E-3	0E+0
48E+0	17E+0	3.6224765280750098E+9	588.88633786440603E-3	0E+0
49E+0	17E+0	3.6224765282840099E+9	158.13525548967089E-3	0E+0
50E+0	17E+0	3.6224765284950099E+9	906.15647193102E-3	0E+0
51E+0	17E+0	3.6224765287070098E+9	162.16358017434507E-3	0E+0
52E+0	17E+0	3.6224765289200096E+9	934.74447075307965E-3	0E+0
53E+0	17E+0	3.6224765291390095E+9	816.24741931753131E-3	0E+0
54E+0	17E+0	3.6224765293510098E+9	467.87764056479231E-3	0E+0
55E+0	17E+0	3.6224765295640097E+9	908.65646522535337E-3	0E+0
56E+0	17E+0	3.6224765297770095E+9	724.86546444696964E-3	0E+0
57E+0	17E+0	3.6224765299870095E+9	611.47034676510104E-3	0E+0
58E+0	17E+0	3.6224765302060099E+9	708.40104907307744E-3	0E+0
59E+0	17E+0	3.6224765304160099E+9	324.83267217576817E-3	0E+0
60E+0	17E+0	3.6224765306300096E+9	474.9734133121053E-3	0E+0
61E+0	17E+0	3.6224765308450098E+9	271.09977592610357E-3	0E+0
62E+0	17E+0	3.6224765310590095E+9	810.60821294642738E-3	0E+0
63E+0	17E+0	3.6224765312770095E+9	492.96651008410453E-3	0E+0
64E+0	17E+0	3.6224765314880099E+9	441.78514086228593E-3	0E+0
65E+0	17E+0	3.6224765317030096E+9	116.64031855952373E-3	0E+0
66E+0	17E+0	3.6224765319160099E+9	829.43762561360468E-3	0E+0
67E+0	17E+0	3.6224765321380095E+9	955.19432467212173E-3	0E+0
68E+0	17E+0	3.6224765323530097E+9	345.70484131778456E-3	0E+0
69E+0	17E+0	3.6224765325650096E+9	95.607755751395018E-3	0E+0
70E+0	17E+0	3.6224765327800097E+9	957.82221701819981E-3	0E+0
71E+0	17E+0	3.6224765329960098E+9	494.02988127149805E-3	0E+0
72E+0	17E+0	3.6224765332150097E+9	959.87502752639719E-3	0E+0
73E+0	17E+0	3.6224765334280095E+9	524.62390271481651E-3	0E+0
74E+0	17E+0	3.6224765336410098E+9	142.45016319879555E-3	0E+0
75E+0	17E+0	3.6224765338570099E+9	551.57285866666816E-3	0E+0
76E+0	17E+0	3.6224765340760097E+9	442.19056256760947E-3	0E+0
77E+0	17E+0	3.6224765342980099E+9	283.45114484757961E-3	0E+0
78E+0	17E+0	3.6224765345110097E+9	926.15543769795305E-3	0E+0
79E+0	17E+0	3.6224765347270098E+9	716.87176894074445E-3	0E+0
80E+0	17E+0	3.6224765349410095E+9	610.19541931138677E-3	0E+0
81E+0	17E+0	3.6224765351610098E+9	839.64235984595725E-3	0E+0
82E+0	17E+0	3.6224765353760095E+9	693.53224663348301E-3	0E+0
83E+0	17E+0	3.6224765355900097E+9	179.32582185166446E-3	0E+0
84E+0	17E+0	3.6224765358090095E+9	343.3316077541857E-3	0E+0
85E+0	17E+0	3.6224765360240097E+9	283.82758612779968E-3	0E+0
86E+0	17E+0	3.6224765362440095E+9	150.54746708046896E-3	0E+0
87E+0	17E+0	3.6224765364610095E+9	79.37554834616245E-3	0E+0
